gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
0,24,22,1,0,0,2,5,0,0.037698412698412696,0.20454545454545456,0.10919540229885058,0.08256880733944955,0.4117647058823529,0.14634146341463414,0.17647058823529413,0.02857142857142857,0.10638297872340426,0.1111111111111111,0.0,0.037037037037037035,7,5,10,8,3,5,8,9,6,3,4,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,0.1,4,6,0
0,24,23,1,1,1,2,5,0,0.056179775280898875,0.053763440860215055,0.07936507936507936,0.15503875968992248,0.1282051282051282,0.05747126436781609,0.15,0.027777777777777776,0.09615384615384616,0.1,0.0,0.03571428571428571,7,5,10,8,3,7,9,7,6,5,7,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,-0.21,4,7,1
0,24,24,1,2,0,2,5,0,0.05319148936170213,0.0970873786407767,0.09569377990430622,0.03731343283582089,0.20408163265306123,0.18691588785046728,0.13043478260869565,0.02702702702702703,0.08771929824561403,0.09090909090909091,0.0,0.034482758620689655,7,5,10,8,3,6,8,7,9,7,8,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,0.32,4,8,0
0,24,25,1,1,1,2,5,0,0.08143322475570032,0.0,0.12552301255230125,0.03597122302158273,0.0,0.08547008547008547,0.11538461538461539,0.02631578947368421,0.08064516129032258,0.08333333333333333,0.0,0.03333333333333333,7,5,10,8,3,8,7,8,3,6,2,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,0.73,4,6,0
0,24,30,1,1,1,2,5,0,0.053929121725731895,0.1271186440677966,0.0946969696969697,0.034722222222222224,0.09259259259259259,0.07874015748031496,0.10344827586206896,0.02564102564102564,0.07462686567164178,0.07692307692307693,0.0,0.03225806451612903,7,5,10,8,3,7,5,9,6,7,9,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,0.6,4,8,1
0,24,27,1,1,1,2,5,0,0.048847331936159914,0.08605065448067538,0.04038384646141543,0.03714352579318645,0.17063431116571953,0.1489076531296073,0.09375,0.025,0.06944444444444445,0.07142857142857142,0.0,0.03125,7,5,10,8,3,5,8,7,5,9,5,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,0.07,4,5,0
0,24,28,1,1,1,2,5,0,0.06827523111165731,0.0,0.08330278897737496,0.032350943029989324,0.0,0.09134088417975886,0.08571428571428572,0.024390243902439025,0.06493506493506493,0.06666666666666667,0.0,0.030303030303030304,7,5,10,8,3,7,6,8,9,4,5,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,0.11,4,5,1
0,24,24,1,1,1,2,5,0,0.12014465416361299,0.0,0.0,0.0,0.0,0.0,0.07894736842105263,0.023809523809523808,0.06097560975609756,0.0625,0.0,0.029411764705882353,7,5,10,8,3,6,7,8,7,9,8,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,0.39,4,8,1
0,23,27,1,1,1,1,1,0,0.04035372926106557,0.13412916638723088,0.06247852300771609,0.060769955334082824,0.0,0.029547334830398297,0.03389830508474576,0.08695652173913043,0.046511627906976744,0.058823529411764705,0.07692307692307693,0.05555555555555555,7,8,9,7,8,4,10,8,5,8,7,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,-0.18,1,6,0
0,23,22,1,1,1,1,1,0,0.06470188605997865,0.0,0.0,0.10836877895478313,0.0,0.0,0.03278688524590164,0.08,0.044444444444444446,0.05555555555555555,0.07142857142857142,0.05263157894736842,7,8,9,7,8,8,7,8,10,7,8,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,-0.18,1,8,0
0,23,22,1,0,0,1,1,0,0.020077562795219425,0.10771348213751421,0.056029017133083656,0.04649841130428044,0.1769687776513715,0.06621785674870323,0.031746031746031744,0.07407407407407407,0.0425531914893617,0.05263157894736842,0.06666666666666667,0.05,7,8,9,7,8,4,7,8,8,6,7,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0.05,1,4,0
0,23,23,1,1,1,1,1,0,0.030727315559288353,0.029051188193597116,0.04235971873146762,0.093652689002833,0.059445963619070265,0.026849962410052625,0.03076923076923077,0.06896551724137931,0.04081632653061224,0.05,0.0625,0.047619047619047616,7,8,9,7,8,8,10,7,10,7,10,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,-0.18,1,8,1
0,23,24,1,2,0,1,1,0,0.02981129450577842,0.05491186645434078,0.05346021223704258,0.022877536546864634,0.10625863351397301,0.0969838037047813,0.029850746268656716,0.06451612903225806,0.0392156862745098,0.047619047619047616,0.058823529411764705,0.045454545454545456,7,8,9,7,8,6,9,8,9,8,9,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0.21,1,7,0
0,23,25,1,1,1,1,1,0,0.04733369306940066,0.0,0.07423721264012273,0.02236586075015097,0.0,0.046249190639163815,0.028985507246376812,0.06060606060606061,0.03773584905660377,0.045454545454545456,0.05555555555555555,0.043478260869565216,7,8,9,7,8,5,10,8,4,8,2,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0.37,1,4,0
0,23,30,1,1,1,1,1,0,0.03207095928820797,0.0760996397950383,0.05826011978280627,0.021876572378639714,0.05044899606497831,0.04420475643179206,0.028169014084507043,0.05714285714285714,0.03636363636363636,0.043478260869565216,0.05263157894736842,0.041666666666666664,7,8,9,7,8,7,10,10,7,10,5,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0.35,1,5,0
0,23,27,1,1,1,1,1,0,0.029635623210570308,0.0533570262222649,0.025237381309345323,0.02372816197513989,0.10079840319361277,0.08943809370471743,0.0273972602739726,0.05405405405405406,0.03508771929824561,0.041666666666666664,0.05,0.04,7,8,9,7,8,5,9,9,5,9,7,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0.15,1,6,0
0,23,28,1,1,1,1,1,0,0.042565508317300334,0.0,0.05373801642233782,0.020910877838651667,0.0,0.056938961433343455,0.02666666666666667,0.05128205128205128,0.03389830508474576,0.04,0.047619047619047616,0.038461538461538464,7,8,9,7,8,9,8,10,10,7,8,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,-0.47,1,8,1
0,23,24,1,1,1,1,1,0,0.0784522931605291,0.0,0.0,0.0,0.0,0.0,0.025974025974025976,0.04878048780487805,0.03278688524590164,0.038461538461538464,0.045454545454545456,0.037037037037037035,7,8,9,7,8,8,9,10,10,8,8,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,-0.19,1,10,1
0,23,27,0,1,0,1,1,0,0.026724493379961214,0.08763473841030583,0.041218416388442355,0.0401429087551684,0.0,0.018626136194307853,0.01282051282051282,0.05747126436781609,0.031746031746031744,0.045871559633027525,0.022222222222222223,0.05263157894736842,5,7,8,9,5,6,9,7,6,7,6,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0.33,4,6,1
0,23,22,0,1,0,1,1,0,0.04380649212213251,0.0,0.0,0.07431905168890045,0.0,0.0,0.012658227848101266,0.05434782608695652,0.03076923076923077,0.043859649122807015,0.021739130434782608,0.05,5,7,8,9,5,6,9,9,6,8,2,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0.37,4,7,1
0,23,22,0,0,1,1,1,0,0.013682254835596907,0.07310535293639833,0.0376819642219666,0.03236129589011542,0.11270326839478345,0.04278990158322636,0.0125,0.05154639175257732,0.029850746268656716,0.04201680672268908,0.02127659574468085,0.047619047619047616,5,7,8,9,5,4,7,9,4,3,2,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,-0.51,4,6,0
0,23,23,0,1,0,1,1,0,0.0211467159150184,0.019902873975001987,0.028889488078271252,0.06708932944215222,0.038693700665531655,0.017516816143497756,0.012345679012345678,0.049019607843137254,0.028985507246376812,0.04032258064516129,0.020833333333333332,0.045454545454545456,5,7,8,9,5,8,6,7,8,2,8,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0.12,4,9,1
0,23,24,0,2,0,1,1,0,0.020708792953488053,0.03828190797029324,0.03709061236601016,0.01649566164098842,0.07182876023559834,0.06547930853850184,0.012195121951219513,0.04672897196261682,0.028169014084507043,0.03875968992248062,0.02040816326530612,0.043478260869565216,5,7,8,9,5,5,4,8,8,4,2,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0.35,4,4,0
0,23,25,0,1,0,1,1,0,0.033363137736377835,0.0,0.05270369979972594,0.016227970530005516,0.0,0.0317017499365965,0.012048192771084338,0.044642857142857144,0.0273972602739726,0.03731343283582089,0.02,0.041666666666666664,5,7,8,9,5,3,7,6,1,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0.19,4,2,0
0,23,30,0,1,0,1,1,0,0.02282122504336033,0.05430453985953225,0.042071959880179054,0.015968828846092426,0.03466925530439606,0.03072763028515241,0.011904761904761904,0.042735042735042736,0.02666666666666667,0.03597122302158273,0.0196078431372549,0.04,5,7,8,9,5,8,8,8,8,3,4,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0.47,4,8,1
0,23,27,0,1,0,1,1,0,0.021270078302988535,0.038666341836912255,0.018353625295293476,0.01743209954026956,0.07152514002446404,0.06391301846631767,0.011764705882352941,0.040983606557377046,0.025974025974025976,0.034722222222222224,0.019230769230769232,0.038461538461538464,5,7,8,9,5,4,8,9,2,8,3,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0.03,4,5,0
0,23,28,0,1,0,1,1,0,0.030921650721402117,0.0,0.039661764472577854,0.015448071308297158,0.0,0.04136105443114763,0.011627906976744186,0.03937007874015748,0.02531645569620253,0.03355704697986577,0.018867924528301886,0.037037037037037035,5,7,8,9,5,7,6,8,8,6,9,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0.46,4,9,1
0,23,24,0,1,0,1,1,0,0.05824145743423084,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,0.03787878787878788,0.024691358024691357,0.032467532467532464,0.018518518518518517,0.03571428571428571,5,7,8,9,5,8,9,9,9,10,7,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0.43,4,9,1
0,22,27,0,1,0,2,4,0,0.019977282975359452,0.06507662772915107,0.030753617394245997,0.029970179671227126,0.0,0.013599521296850351,0.01694915254237288,0.022222222222222223,0.029940119760479042,0.02531645569620253,0.05263157894736842,0.023255813953488372,6,6,5,7,7,4,8,8,5,7,4,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0.19,7,7,0
0,22,22,0,1,0,2,4,0,0.033112765522988544,0.0,0.0,0.056550690625309256,0.0,0.0,0.016666666666666666,0.021739130434782608,0.029069767441860465,0.024691358024691357,0.05,0.022727272727272728,6,6,5,7,7,6,6,8,4,9,4,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0.21,7,7,0
0,22,22,0,0,1,2,4,0,0.010376899928454007,0.05532843574216948,0.028386595550774652,0.02481629051604097,0.08267879288962382,0.03160722751935943,0.01639344262295082,0.02127659574468085,0.02824858757062147,0.024096385542168676,0.047619047619047616,0.022222222222222223,6,6,5,7,7,3,6,8,7,8,8,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0.52,7,7,0
0,22,23,0,1,0,2,4,0,0.01612045201747457,0.015136378772742407,0.021919249484897634,0.05226503599754354,0.028681236734928013,0.012998492174907712,0.016129032258064516,0.020833333333333332,0.027472527472527472,0.023529411764705882,0.045454545454545456,0.021739130434782608,6,6,5,7,7,7,8,8,7,7,6,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,-0.46,7,8,1
0,22,24,0,2,0,2,4,0,0.015864705789031146,0.02938324567331707,0.028395780387034487,0.012897733868159364,0.054250528942657195,0.04942420797706717,0.015873015873015872,0.02040816326530612,0.026737967914438502,0.022988505747126436,0.043478260869565216,0.02127659574468085,6,6,5,7,7,4,7,7,4,8,5,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,-0.27,7,5,0
0,22,25,0,1,0,2,4,0,0.025760050283618156,0.0,0.04085356719730911,0.012733500566640774,0.0,0.02411614334635605,0.015625,0.02,0.026041666666666668,0.02247191011235955,0.041666666666666664,0.020833333333333332,6,6,5,7,7,4,8,7,4,5,4,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0.59,7,5,0
0,22,30,0,1,0,2,4,0,0.017712640246155095,0.042214279683674326,0.032923761737321054,0.01257339720619114,0.026408915649923415,0.023548250364997882,0.015384615384615385,0.0196078431372549,0.025380710659898477,0.02197802197802198,0.04,0.02040816326530612,6,6,5,7,7,7,7,8,7,7,7,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0.31,7,8,1
0,22,27,0,1,0,2,4,0,0.01658770131188661,0.030318742495360762,0.014420331239291831,0.013776598383016713,0.055428058271802035,0.04972252058718224,0.015151515151515152,0.019230769230769232,0.024752475247524754,0.021505376344086023,0.038461538461538464,0.02,6,6,5,7,7,5,7,8,5,9,5,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0.08,7,5,0
0,22,28,0,1,0,2,4,0,0.024279859371054525,0.0,0.03142914613295786,0.012248297486649354,0.0,0.03247596778383996,0.014925373134328358,0.018867924528301886,0.024154589371980676,0.021052631578947368,0.037037037037037035,0.0196078431372549,6,6,5,7,7,6,6,8,8,8,6,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,-0.34,7,6,1
0,22,24,0,1,0,2,4,0,0.04631087564603672,0.0,0.0,0.0,0.0,0.0,0.014705882352941176,0.018518518518518517,0.02358490566037736,0.020618556701030927,0.03571428571428571,0.019230769230769232,6,6,5,7,7,8,6,7,7,8,6,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,-0.16,7,7,1
0,26,27,2,1,0,1,1,1,0.015950271610339423,0.051754476762239925,0.024526635926616303,0.02391086031275405,0.0,0.01070938999314599,0.019230769230769232,0.012195121951219513,0.018518518518518517,0.03,0.023255813953488372,0.018867924528301886,7,6,10,7,7,8,10,9,8,7,6,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.19,6,5,1
0,26,22,2,1,0,1,1,1,0.026615564782284683,0.0,0.0,0.045639176669252886,0.0,0.0,0.018867924528301886,0.012048192771084338,0.01818181818181818,0.02912621359223301,0.022727272727272728,0.018518518518518517,7,6,10,7,7,10,10,10,10,10,10,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.03,6,10,1
0,26,22,2,0,0,1,1,1,0.008357820280470855,0.04450598358223716,0.022769761756387515,0.020124323599123473,0.06528632717776535,0.02505846976277982,0.018518518518518517,0.011904761904761904,0.017857142857142856,0.02830188679245283,0.022222222222222223,0.01818181818181818,7,6,10,7,7,5,10,10,6,6,6,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.68,6,8,1
0,26,23,2,1,0,1,1,1,0.013024677422155847,0.012211801484955058,0.017658692785835373,0.04280638671289756,0.022785271600437477,0.01033314044804497,0.01818181818181818,0.011764705882352941,0.017543859649122806,0.027522935779816515,0.021739130434782608,0.017857142857142856,7,6,10,7,7,10,9,8,8,7,7,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,-0.26,6,7,1
0,26,24,2,2,0,1,1,1,0.012857216326950442,0.023841312225824907,0.023003312476996687,0.010588285121341747,0.04358437935843794,0.03969199015638644,0.017857142857142856,0.011627906976744186,0.017241379310344827,0.026785714285714284,0.02127659574468085,0.017543859649122806,7,6,10,7,7,5,10,8,8,5,5,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,-0.01,6,5,1
0,26,25,2,1,0,1,1,1,0.020979138344829902,0.0,0.03335408698745886,0.010477347973680901,0.0,0.019459796061337277,0.017543859649122806,0.011494252873563218,0.01694915254237288,0.02608695652173913,0.020833333333333332,0.017241379310344827,7,6,10,7,7,8,9,9,7,6,5,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.42,6,6,1
0,26,30,2,1,0,1,1,1,0.014472857190115453,0.03452720743946229,0.027043399247111764,0.010368711376550122,0.02132741852926122,0.019088340841414066,0.017241379310344827,0.011363636363636364,0.016666666666666666,0.025423728813559324,0.02040816326530612,0.01694915254237288,7,6,10,7,7,6,8,9,6,6,6,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.21,6,7,1
0,26,27,2,1,0,1,1,1,0.01359492586625334,0.024935473010885417,0.011875367430922984,0.01138844754241197,0.045245367542252085,0.0406885185863395,0.01694915254237288,0.011235955056179775,0.01639344262295082,0.024793388429752067,0.02,0.016666666666666666,7,6,10,7,7,6,7,8,7,9,6,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.1,6,7,1
0,26,28,2,1,0,1,1,1,0.019986808706253877,0.0,0.02602675550465879,0.01014661863933844,0.0,0.026733202637675993,0.016666666666666666,0.011111111111111112,0.016129032258064516,0.024193548387096774,0.0196078431372549,0.01639344262295082,7,6,10,7,7,8,5,5,6,5,5,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,-0.35,6,7,1
0,26,24,2,1,0,1,1,1,0.038437145657563475,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.01098901098901099,0.015873015873015872,0.023622047244094488,0.019230769230769232,0.016129032258064516,7,6,10,7,7,7,8,7,8,7,8,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,-0.23,6,8,1
1,27,21,1,0,0,7,3,0,0.005732520589303117,0.04295993985608419,0.020396716128703276,0.014991754535005746,0.057570523891767415,0.026037146328762365,0.027888446215139442,0.021505376344086023,0.015625,0.015503875968992248,0.0,0.008,8,9,7,8,5,6,8,8,8,8,6,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.14,7,7,0
1,27,24,1,1,1,7,3,0,0.01690680592865328,0.0106258633513973,0.024862015812242056,0.01959727597863897,0.0,0.008604371020478403,0.027131782945736434,0.021052631578947368,0.015384615384615385,0.015267175572519083,0.0,0.007936507936507936,8,9,7,8,5,8,7,6,9,7,4,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.29,7,7,0
1,27,25,1,1,1,7,3,0,0.012979066619694809,0.02080948912704193,0.033636057854019505,0.00970355635340352,0.03696174459434485,0.0,0.026415094339622643,0.020618556701030927,0.015151515151515152,0.015037593984962405,0.0,0.007874015748031496,8,9,7,8,5,7,8,6,5,8,4,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,-0.24,7,5,0
1,27,23,1,1,1,7,3,0,0.0073620083558794845,0.03995604834681849,0.018858139644524066,0.019037646946837367,0.03564427018356799,0.01691761123329386,0.025735294117647058,0.020202020202020204,0.014925373134328358,0.014814814814814815,0.0,0.0078125,8,9,7,8,5,6,7,8,7,7,5,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,-0.18,7,6,0
1,27,21,1,1,1,7,3,0,0.007308205287486527,0.00989021857383048,0.02302980056192713,0.023243921714471663,0.03441748408191361,0.024748391354561954,0.025089605734767026,0.019801980198019802,0.014705882352941176,0.014598540145985401,0.0,0.007751937984496124,8,9,7,8,5,6,8,8,8,7,6,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,-0.43,7,6,0
1,27,23,1,0,0,7,3,0,0.003640798791254802,0.04712091226086136,0.018090543168558633,0.02271591476988778,0.01691761123329386,0.024150700370310738,0.024475524475524476,0.019417475728155338,0.014492753623188406,0.014388489208633094,0.0,0.007692307692307693,8,9,7,8,5,7,9,8,9,8,4,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.33,7,7,0
1,27,22,1,0,0,7,3,0,0.005431535495084461,0.02749518834204014,0.02211313077705541,0.017848378028646642,0.048301400740621475,0.015845349389954046,0.023890784982935155,0.01904761904761905,0.014285714285714285,0.014184397163120567,0.0,0.007633587786259542,8,9,7,8,5,7,8,8,8,7,7,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.19,7,7,0
1,27,25,1,1,1,7,3,0,0.0032807120119534854,0.03224948113458571,0.023552883867958747,0.015965154162971024,0.055303744714507344,0.014198909698683202,0.023333333333333334,0.018691588785046728,0.014084507042253521,0.013986013986013986,0.0,0.007575757575757576,8,9,7,8,5,8,7,6,6,6,5,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,-0.03,7,7,0
1,27,26,1,3,0,7,3,0,0.00716655797387073,0.017429801474561205,0.01698052333972933,0.02566888845156708,0.02952203820151743,0.015380119657330932,0.02280130293159609,0.01834862385321101,0.013888888888888888,0.013793103448275862,0.0,0.007518796992481203,8,9,7,8,5,6,8,7,8,7,5,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.19,7,6,0
1,22,21,1,0,0,1,1,1,0.0053461831816205355,0.03368534519057484,0.01669699954918101,0.012671808605002827,0.04240522432363667,0.022549948135119288,0.03761755485893417,0.0,0.0,0.026845637583892617,0.0,0.0,9,9,9,10,9,7,8,10,7,7,5,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.54,7,8,0
1,22,24,1,1,1,1,1,1,0.015785375025431994,0.00835100963706512,0.020444546212852258,0.016615021641065684,0.0,0.0074605708828839575,0.03625377643504532,0.0,0.0,0.026143790849673203,0.0,0.0,9,9,9,10,9,7,6,10,6,6,5,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.18,7,8,0
1,22,25,1,1,1,1,1,1,0.012128604794610741,0.016427644440063737,0.027825921037986354,0.008239064701375098,0.027492920572952464,0.0,0.03498542274052478,0.0,0.0,0.025477707006369428,0.0,0.0,9,9,9,10,9,6,7,10,6,6,5,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,-0.14,7,7,0
1,22,23,1,1,1,1,1,1,0.006882928273004468,0.03181015698312471,0.015651656727864643,0.016211002407333853,0.02675728467075161,0.014701774504182653,0.03380281690140845,0.0,0.0,0.024844720496894408,0.0,0.0,9,9,9,10,9,6,5,10,6,6,5,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,-0.18,7,6,0
1,22,21,1,1,1,1,1,1,0.006835877419046122,0.007889795338708913,0.019189143550145067,0.01986128875930501,0.02605999009720376,0.02157683510982609,0.0326975476839237,0.0,0.0,0.024242424242424242,0.0,0.0,9,9,9,10,9,6,7,10,7,6,5,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0,7,7,0
1,22,23,1,0,0,1,1,1,0.003406296197892184,0.037951816373931656,0.01511921501035666,0.019474500089582698,0.01286239806549533,0.021121108435770707,0.0316622691292876,0.0,0.0,0.023668639053254437,0.0,0.0,9,9,9,10,9,6,8,10,6,7,6,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.37,7,7,0
1,22,22,1,0,0,1,1,1,0.005083470587039183,0.02226411173615543,0.018548470864061965,0.015340599664040864,0.037153543209570754,0.013885224732362292,0.030690537084398978,0.0,0.0,0.023121387283236993,0.0,0.0,9,9,9,10,9,7,9,10,6,6,5,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.21,7,8,1
1,22,25,1,1,1,1,1,1,0.0030711223279715387,0.02627509358153517,0.019831429215542252,0.013752827348306613,0.04308975847929653,0.012464348398420358,0.02977667493796526,0.0,0.0,0.022598870056497175,0.0,0.0,9,9,9,10,9,8,8,10,7,6,5,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,-0.11,7,9,1
